images,values
images/001123.png,-4.831232
images/001124.png,6.298395
images/001125.png,-3.398078
images/001126.png,-3.064895
images/001127.png,9.517946
images/001128.png,4.795746
images/001129.png,5.45186
images/001130.png,-0.821984
images/001131.png,-4.178124
images/001132.png,5.829994
images/001133.png,-5.087483
images/001134.png,4.728432
images/001135.png,-1.511399
images/001136.png,8.142921
images/001137.png,2.142561
images/001138.png,6.028733
images/001139.png,-0.547286
images/001140.png,-2.376151
images/001141.png,2.884559
images/001142.png,0.353967
images/001143.png,6.817729
images/001144.png,4.734116
images/001145.png,-7.270087
images/001146.png,-9.534471
images/001147.png,-2.823856
images/001148.png,9.328122
images/001149.png,-0.900879
images/001150.png,-0.824665
images/001151.png,-6.29695
images/001152.png,3.92578
images/001153.png,-6.799581
images/001154.png,6.04338
images/001155.png,7.661224
images/001156.png,-4.143538
images/001157.png,-1.422003
images/001158.png,3.353334
images/001159.png,6.82986
images/001160.png,6.577972
images/001161.png,-0.791065
images/001162.png,-1.961576
images/001163.png,-4.29745
images/001164.png,9.194535
images/001165.png,3.899703
images/001166.png,0.062759
images/001167.png,4.625739
images/001168.png,-8.674065
images/001169.png,-3.972067
images/001170.png,-0.983869
images/001171.png,-8.47704
images/001172.png,9.685038
images/001173.png,2.208735
images/001174.png,-4.681094
images/001175.png,-4.548661
images/001176.png,-1.308917
images/001177.png,-5.787079
images/001178.png,7.395635
images/001179.png,8.039386
images/001180.png,9.836602
images/001181.png,-1.275959
images/001182.png,-1.737521
images/001183.png,-3.226741
images/001184.png,-7.55035
images/001185.png,7.938342
images/001186.png,-4.115878
images/001187.png,-5.488718
images/001188.png,4.127188
images/001189.png,-0.473707
images/001190.png,-7.86756
images/001191.png,2.084904
images/001192.png,-7.528946
images/001193.png,-7.342618
images/001194.png,-3.345039
images/001195.png,1.80855
images/001196.png,3.285474
images/001197.png,8.2354
images/001198.png,-10.584704
images/001199.png,2.828384
images/001200.png,-3.797148
images/001201.png,1.19844
images/001202.png,-3.173568
images/001203.png,-7.474006
images/001204.png,7.43517
images/001205.png,1.330515
images/001206.png,-7.264577
images/001207.png,-4.949977
images/001208.png,9.356387
images/001209.png,-1.254318
images/001210.png,-3.41348
images/001211.png,-5.580979
images/001212.png,1.551351
images/001213.png,6.831345
images/001214.png,-1.784644
images/001215.png,-3.327591
images/001216.png,6.970054
images/001217.png,-3.817367
images/001218.png,10.585068
images/001219.png,-3.688237
images/001220.png,-2.963548
images/001221.png,-2.831192
images/001222.png,2.936931
images/001223.png,-0.719178
images/001224.png,4.929434
images/001225.png,2.967286
images/001226.png,0.626721
images/001227.png,-5.097301
images/001228.png,-1.750294
images/001229.png,3.113586
images/001230.png,2.57542
images/001231.png,-6.075247
images/001232.png,-0.92653
images/001233.png,-2.082946
images/001234.png,-1.55552
images/001235.png,-7.790848
images/001236.png,7.647184
images/001237.png,-5.287195
images/001238.png,-0.176568
images/001239.png,4.796218
images/001240.png,6.833685
images/001241.png,7.796227
images/001242.png,9.674704
images/001243.png,-10.801442
images/001244.png,-3.198622
images/001245.png,9.056698
images/001246.png,-2.899527
images/001247.png,2.15888
images/001248.png,-2.094275
images/001249.png,9.234787
images/001250.png,3.086813
images/001251.png,-4.514793
images/001252.png,-8.975463
images/001253.png,-0.097948
images/001254.png,-8.69636
images/001255.png,3.009796
images/001256.png,-5.685306
images/001257.png,-9.353298
images/001258.png,2.61402
images/001259.png,-6.972014
images/001260.png,0.518621
images/001261.png,5.568946
images/001262.png,8.314739
images/001263.png,6.772937
images/001264.png,5.523228
images/001265.png,-5.362955
images/001266.png,3.906676
images/001267.png,-6.555563
images/001268.png,8.353557
images/001269.png,6.819894
images/001270.png,-0.101568
images/001271.png,-6.510967
images/001272.png,-5.405223
images/001273.png,-3.892629
images/001274.png,-8.396244
images/001275.png,-2.043557
images/001276.png,-2.355917
images/001277.png,-2.167782
images/001278.png,-1.76629
images/001279.png,3.059827
images/001280.png,2.108262
images/001281.png,2.426554
images/001282.png,-2.370082
images/001283.png,-4.049646
images/001284.png,-0.947441
images/001285.png,3.366295
images/001286.png,1.237063
images/001287.png,8.647659
images/001288.png,-6.388739
images/001289.png,-4.750837
images/001290.png,9.5623
images/001291.png,2.120739
images/001292.png,9.311559
images/001293.png,-3.31791
images/001294.png,-5.032455
images/001295.png,3.081404
images/001296.png,-1.420345
images/001297.png,-2.628563
images/001298.png,-9.024174
images/001299.png,8.46025
images/001300.png,7.087571
images/001301.png,5.332012
images/001302.png,-6.352838
images/001303.png,-5.888706
images/001304.png,8.466688
images/001305.png,-0.917415
images/001306.png,7.493643
images/001307.png,8.4607
images/001308.png,-5.501102
images/001309.png,-4.889954
images/001310.png,-6.149938
images/001311.png,-8.656414
images/001312.png,4.926837
images/001313.png,-9.943848
images/001314.png,-0.369533
images/001315.png,10.301141
images/001316.png,-10.087735
images/001317.png,-3.780783
images/001318.png,-1.06466
images/001319.png,-2.345263
images/001320.png,1.056921
images/001321.png,0.327311
images/001322.png,7.937749
images/001323.png,4.22556
images/001324.png,1.325821
images/001325.png,5.077083
images/001326.png,3.087697
images/001327.png,8.860376
images/001328.png,8.31955
images/001329.png,-3.827267
images/001330.png,-3.166525
images/001331.png,6.941137
images/001332.png,5.007285
images/001333.png,-5.367784
images/001334.png,-6.154989
images/001335.png,9.379625
images/001336.png,2.29831
images/001337.png,-4.369004
images/001338.png,-3.853887
images/001339.png,6.661964
images/001340.png,-1.276216
images/001341.png,7.621336
images/001342.png,4.250666
images/001343.png,-2.430513
images/001344.png,2.464693
images/001345.png,-2.703882
images/001346.png,-3.044325
images/001347.png,6.578178
images/001348.png,4.496973
images/001349.png,-1.988347
images/001350.png,-0.282867
images/001351.png,1.94957
images/001352.png,-4.323553
images/001353.png,9.075857
images/001354.png,8.741941
images/001355.png,-0.633288
images/001356.png,3.789835
images/001357.png,0.023891
images/001358.png,3.148648
images/001359.png,5.321366
images/001360.png,2.875291
images/001361.png,-4.460434
images/001362.png,-3.633018
images/001363.png,3.862414
images/001364.png,8.244771
images/001365.png,-2.40751
images/001366.png,0.232878
images/001367.png,4.144352
images/001368.png,8.845672
images/001369.png,-6.417538
images/001370.png,7.679476
images/001371.png,4.447852
images/001372.png,4.389254
images/001373.png,1.005514
images/001374.png,9.129688
images/001375.png,-0.124449
images/001376.png,3.592189
images/001377.png,-1.795352
images/001378.png,-4.120621
images/001379.png,8.10329
images/001380.png,3.92175
images/001381.png,-2.079382
images/001382.png,9.937397
images/001383.png,-0.951236
images/001384.png,-2.686732
images/001385.png,6.216864
images/001386.png,8.006143
images/001387.png,-8.204764
images/001388.png,0.209039
images/001389.png,-5.75973
images/001390.png,-4.447281
images/001391.png,-6.76546
images/001392.png,3.327899
images/001393.png,6.655432
images/001394.png,-9.691586
images/001395.png,7.431001
images/001396.png,-5.162017
images/001397.png,10.043637
images/001398.png,0.397831
images/001399.png,-6.883815
images/001400.png,4.546047
images/001401.png,-3.820187
images/001402.png,-9.213623
images/001403.png,-0.078229
images/001404.png,-2.747521
images/001405.png,0.4913
images/001406.png,7.598817
images/001407.png,9.475222
images/001408.png,-2.770131
images/001409.png,5.465629
images/001410.png,-1.568674
images/001411.png,5.62179
images/001412.png,7.726503
images/001413.png,2.60638
images/001414.png,5.063142
images/001415.png,-10.270052
images/001416.png,8.631567
images/001417.png,7.286508
images/001418.png,8.194573
images/001419.png,0.471328
images/001420.png,4.596988
images/001421.png,8.798101
images/001422.png,-9.410801
images/001423.png,4.24325
images/001424.png,-3.973695
images/001425.png,-1.810692
images/001426.png,-2.170523
images/001427.png,-1.778852
images/001428.png,6.28453
images/001429.png,-1.364007
images/001430.png,9.005799
images/001431.png,5.123001
images/001432.png,-7.419891
images/001433.png,7.642105
images/001434.png,2.572515
images/001435.png,-4.213862
images/001436.png,-5.25072
images/001437.png,-0.396157
images/001438.png,-4.19636
images/001439.png,9.147566
images/001440.png,-2.466669
images/001441.png,5.117283
images/001442.png,1.7316
images/001443.png,6.73003
images/001444.png,8.125725
images/001445.png,0.515552
images/001446.png,-2.653092
images/001447.png,2.002888
images/001448.png,1.566993
images/001449.png,7.182132
images/001450.png,-2.613775
images/001451.png,-7.375167
images/001452.png,8.405503
images/001453.png,1.080241
images/001454.png,4.162134
images/001455.png,-2.615275
images/001456.png,3.175337
images/001457.png,9.984166
images/001458.png,-0.35183
images/001459.png,-7.194101
images/001460.png,9.754418
images/001461.png,-1.074103
images/001462.png,-0.810245
images/001463.png,7.355438
images/001464.png,-0.180214
images/001465.png,-6.540806
images/001466.png,-3.37564
images/001467.png,-5.384474
images/001468.png,-10.343802
images/001469.png,8.174893
images/001470.png,3.714776
images/001471.png,2.428458
images/001472.png,8.275652
images/001473.png,-0.859603
images/001474.png,9.494533
images/001475.png,0.767319
images/001476.png,-6.351468
images/001477.png,6.55482
images/001478.png,-6.725759
images/001479.png,5.875561
images/001480.png,-5.589361
images/001481.png,2.608869
images/001482.png,-4.843807
images/001483.png,-7.779277
images/001484.png,-0.91807
images/001485.png,6.108718
images/001486.png,-1.672812
images/001487.png,-2.394097
images/001488.png,-8.901806
images/001489.png,3.227145
images/001490.png,-5.619909
images/001491.png,-2.592221
images/001492.png,6.358043
images/001493.png,-7.821345
images/001494.png,-6.512899
images/001495.png,8.573252
images/001496.png,2.015879
images/001497.png,-9.380448
images/001498.png,3.273815
images/001499.png,-8.644539
images/001500.png,-5.384451
images/001501.png,-4.70948
images/001502.png,3.173136
images/001503.png,-8.404345
images/001504.png,-3.985703
images/001505.png,8.45834
images/001506.png,4.005714
images/001507.png,4.84172
images/001508.png,1.534648
images/001509.png,-6.57366
images/001510.png,-8.277111
images/001511.png,7.066444
images/001512.png,4.631216
images/001513.png,0.704164
images/001514.png,-3.002228
images/001515.png,-0.803261
images/001516.png,2.506907
images/001517.png,6.317229
images/001518.png,-4.817916
images/001519.png,3.25265
images/001520.png,9.346202
images/001521.png,10.059303
images/001522.png,4.93456
images/001523.png,-1.348781
images/001524.png,-2.235518
images/001525.png,-2.172348
images/001526.png,2.499093
images/001527.png,-1.712086
images/001528.png,-5.136757
images/001529.png,8.216192
images/001530.png,-5.213001
images/001531.png,5.527921
images/001532.png,-1.198107
images/001533.png,-0.006901
images/001534.png,8.338513
images/001535.png,-8.810234
images/001536.png,-0.267652
images/001537.png,-9.272199
images/001538.png,4.929099
images/001539.png,-4.367453
images/001540.png,8.28031
images/001541.png,5.87281
images/001542.png,4.29226
images/001543.png,7.331242
images/001544.png,1.684329
images/001545.png,-1.50489
images/001546.png,-8.351253
images/001547.png,-8.678337
images/001548.png,-3.828458
images/001549.png,-2.806772
images/001550.png,7.567551
images/001551.png,-5.775592
images/001552.png,0.765827
images/001553.png,-3.660029
images/001554.png,5.542233
images/001555.png,1.951486
images/001556.png,-1.531724
images/001557.png,9.104774
images/001558.png,0.094266
images/001559.png,-10.181446
images/001560.png,-4.000276
images/001561.png,-4.562694
images/001562.png,6.381895
images/001563.png,-7.999306
images/001564.png,-3.768137
images/001565.png,1.459065
images/001566.png,1.713391
images/001567.png,-5.062496
images/001568.png,7.223908
images/001569.png,-2.321661
images/001570.png,-2.92773
images/001571.png,2.816441
images/001572.png,-0.962174
images/001573.png,8.200037
images/001574.png,-2.159498
images/001575.png,-0.651107
images/001576.png,-6.059062
images/001577.png,-3.439347
images/001578.png,5.360982
images/001579.png,-0.570825
images/001580.png,6.596754
images/001581.png,8.902076
images/001582.png,-8.652844
images/001583.png,0.104364
images/001584.png,-2.924803
images/001585.png,1.59936
images/001586.png,9.641468
images/001587.png,9.390664
images/001588.png,-6.594177
images/001589.png,-2.31566
images/001590.png,-3.177508
images/001591.png,-4.256419
images/001592.png,9.728571
images/001593.png,7.240911
images/001594.png,-7.595013
images/001595.png,3.657417
images/001596.png,3.911881
images/001597.png,-7.185266
images/001598.png,-9.855546
images/001599.png,5.973763
images/001600.png,10.169409
images/001601.png,3.360507
images/001602.png,-7.067613
images/001603.png,-6.931676
images/001604.png,0.47107
images/001605.png,6.852041
images/001606.png,-6.531218
images/001607.png,-9.318358
images/001608.png,-6.303947
images/001609.png,9.38574
images/001610.png,6.928332
images/001611.png,-3.906884
images/001612.png,-1.165726
images/001613.png,8.774816
images/001614.png,-6.572659
images/001615.png,6.586283
images/001616.png,8.296864
images/001617.png,5.846782
images/001618.png,-2.770871
images/001619.png,-8.95373
images/001620.png,-7.234571
images/001621.png,1.614723
images/001622.png,5.187514
images/001623.png,3.303609
images/001624.png,-5.341036
images/001625.png,-6.829644
images/001626.png,-2.325741
images/001627.png,3.576617
images/001628.png,7.450099
images/001629.png,6.159233
images/001630.png,-1.105673
images/001631.png,-2.250593
images/001632.png,7.681578
images/001633.png,-1.534045
images/001634.png,-3.27267
images/001635.png,-2.40133
images/001636.png,5.673703
images/001637.png,-3.131856
images/001638.png,8.307342
images/001639.png,-3.979856
images/001640.png,6.379268
images/001641.png,6.642851
images/001642.png,0.592508
images/001643.png,3.29178
images/001644.png,6.457508
images/001645.png,9.600276
images/001646.png,-2.227913
images/001647.png,-1.198904
images/001648.png,2.860143
images/001649.png,-0.293559
images/001650.png,-1.077992
images/001651.png,-2.819576
images/001652.png,-0.746325
images/001653.png,-2.315904
images/001654.png,6.031096
images/001655.png,6.164877
images/001656.png,-1.599377
images/001657.png,2.953925
images/001658.png,-3.733001
images/001659.png,-3.065307
images/001660.png,-1.684299
images/001661.png,-7.233546
images/001662.png,7.134932
images/001663.png,-2.319961
images/001664.png,-10.43244
images/001665.png,-5.67433
images/001666.png,-0.803075
images/001667.png,-1.469949
images/001668.png,-5.046825
images/001669.png,4.325893
images/001670.png,6.094582
images/001671.png,-7.975289
images/001672.png,6.682949
images/001673.png,3.28756
images/001674.png,5.215256
images/001675.png,9.400663
images/001676.png,-1.776021
images/001677.png,0.292214
images/001678.png,9.714237
images/001679.png,-1.10005
images/001680.png,8.344897
images/001681.png,-1.336374
images/001682.png,-5.939016
images/001683.png,8.990707
images/001684.png,10.34936
images/001685.png,3.748928
images/001686.png,-3.822592
images/001687.png,5.447857
images/001688.png,-2.754413
images/001689.png,5.141141
images/001690.png,-1.616073
images/001691.png,1.655764
images/001692.png,7.070197
images/001693.png,-9.655965
images/001694.png,7.04309
images/001695.png,-9.11285
images/001696.png,-0.475273
images/001697.png,-1.675127
images/001698.png,6.624022
images/001699.png,-7.957616
images/001700.png,5.425058
images/001701.png,-4.685582
images/001702.png,8.469909
images/001703.png,4.23154
images/001704.png,-3.361277
images/001705.png,9.028675
images/001706.png,8.143246
images/001707.png,7.240111
images/001708.png,4.822342
images/001709.png,5.896821
images/001710.png,-5.797332
images/001711.png,8.663762
images/001712.png,2.206954
images/001713.png,6.719106
images/001714.png,-4.4052
images/001715.png,-8.593495
images/001716.png,-1.555497
images/001717.png,-5.670522
images/001718.png,2.173793
images/001719.png,-5.441965
images/001720.png,6.302432
images/001721.png,-0.912916
images/001722.png,-8.710415
images/001723.png,5.853917
images/001724.png,0.684354
images/001725.png,0.598414
images/001726.png,-3.301117
images/001727.png,9.285253
images/001728.png,8.693067
images/001729.png,-3.823953
images/001730.png,-2.677065
images/001731.png,4.434717
images/001732.png,7.446826
images/001733.png,-2.929448
images/001734.png,-2.824187
images/001735.png,-7.684155
images/001736.png,-4.434685
images/001737.png,-8.192755
images/001738.png,-1.748152
images/001739.png,1.884082
images/001740.png,-4.141849
images/001741.png,4.822879
images/001742.png,-0.447456
images/001743.png,-1.545874
images/001744.png,-5.84254
images/001745.png,-0.8162
images/001746.png,6.966535
images/001747.png,10.147837
images/001748.png,3.713501
images/001749.png,-3.805721
images/001750.png,1.784882
images/001751.png,-2.804527
images/001752.png,8.934196
images/001753.png,1.440498
images/001754.png,-0.921908
images/001755.png,7.7876
images/001756.png,-8.775943
images/001757.png,0.088995
images/001758.png,5.643728
images/001759.png,8.772192
images/001760.png,-4.9828
images/001761.png,-2.897809
images/001762.png,-4.399162
images/001763.png,0.039479
images/001764.png,8.399204
images/001765.png,-6.182993
images/001766.png,-0.292934
images/001767.png,5.863608
images/001768.png,-5.754682
images/001769.png,-2.949887
images/001770.png,5.122594
images/001771.png,-9.051053
images/001772.png,2.854512
images/001773.png,8.725053
images/001774.png,6.413199
images/001775.png,-9.580735
images/001776.png,3.671095
images/001777.png,6.375691
images/001778.png,8.896114
images/001779.png,0.194623
images/001780.png,-10.85832
images/001781.png,7.191864
images/001782.png,9.54811
images/001783.png,2.037228
images/001784.png,-2.256503
images/001785.png,7.248166
images/001786.png,2.738216
images/001787.png,-4.311083
images/001788.png,5.325189
images/001789.png,9.523577
images/001790.png,9.296294
images/001791.png,-2.614043
images/001792.png,4.287989
images/001793.png,2.089844
images/001794.png,6.095582
images/001795.png,2.725793
images/001796.png,8.432874
images/001797.png,2.432384
images/001798.png,2.658146
images/001799.png,4.886826
images/001800.png,9.519465
images/001801.png,-2.681732
images/001802.png,2.180984
images/001803.png,-3.666994
images/001804.png,-5.606144
images/001805.png,-7.875112
images/001806.png,-5.046084
images/001807.png,6.822559
images/001808.png,0.705638
images/001809.png,-2.492617
images/001810.png,1.389105
images/001811.png,-1.96533
images/001812.png,-1.351088
images/001813.png,4.020037
images/001814.png,-3.084457
images/001815.png,4.842094
images/001816.png,-0.15476
images/001817.png,-3.941708
images/001818.png,-2.488856
images/001819.png,8.081863
images/001820.png,10.260015
images/001821.png,-4.644246
images/001822.png,-6.808943
images/001823.png,7.410821
images/001824.png,-5.640846
images/001825.png,-3.43377
images/001826.png,-7.364893
images/001827.png,1.540578
images/001828.png,8.065333
images/001829.png,-1.127069
images/001830.png,4.361636
images/001831.png,-2.859291
images/001832.png,-8.589965
images/001833.png,-1.118891
images/001834.png,5.261949
images/001835.png,1.384582
images/001836.png,6.57259
images/001837.png,3.882846
images/001838.png,9.331066
images/001839.png,-3.9976
images/001840.png,-2.144801
images/001841.png,-3.401271
images/001842.png,-5.764072
images/001843.png,2.544915
images/001844.png,-2.079776
images/001845.png,-5.828146
images/001846.png,9.42831
images/001847.png,4.8525
images/001848.png,2.716169
images/001849.png,-2.85251
images/001850.png,1.380706
images/001851.png,-7.923198
images/001852.png,-3.21672
images/001853.png,-5.282317
images/001854.png,-6.917772
images/001855.png,-2.156915
images/001856.png,-1.482085
images/001857.png,5.677006
images/001858.png,-5.392576
images/001859.png,6.83416
images/001860.png,-7.622079
images/001861.png,-2.515769
images/001862.png,3.12904
images/001863.png,9.900253
images/001864.png,-3.914053
images/001865.png,4.626357
images/001866.png,0.592872
images/001867.png,7.166968
images/001868.png,-2.373915
images/001869.png,7.888881
images/001870.png,-8.994614
images/001871.png,7.131439
images/001872.png,0.164604
images/001873.png,0.310722
images/001874.png,-4.423915
images/001875.png,8.574513
images/001876.png,8.422479
images/001877.png,2.983251
images/001878.png,8.904794
images/001879.png,2.959573
images/001880.png,5.040609
images/001881.png,-0.830164
images/001882.png,-8.687146
images/001883.png,2.278751
images/001884.png,-4.712339
images/001885.png,10.439844
images/001886.png,6.216314
images/001887.png,6.661287
images/001888.png,-3.401689
images/001889.png,9.144436
images/001890.png,-1.220606
images/001891.png,-2.154513
images/001892.png,-7.904898
images/001893.png,6.586365
images/001894.png,4.469426
images/001895.png,-3.701016
images/001896.png,-9.57412
images/001897.png,7.682069
images/001898.png,8.839043
images/001899.png,8.61895
images/001900.png,-9.492296
images/001901.png,-1.371522
images/001902.png,5.536082
images/001903.png,8.847782
images/001904.png,-3.262197
images/001905.png,1.384536
images/001906.png,-2.733849
images/001907.png,8.040509
images/001908.png,8.762647
images/001909.png,7.583307
images/001910.png,6.243698
images/001911.png,-3.30256
images/001912.png,10.498308
images/001913.png,2.109679
images/001914.png,6.989987
images/001915.png,-4.402467
images/001916.png,1.164735
images/001917.png,-7.505156
images/001918.png,-6.675898
images/001919.png,-5.274375
images/001920.png,-5.205097
images/001921.png,1.96507
images/001922.png,0.452178
images/001923.png,8.542612
images/001924.png,-1.788759
images/001925.png,8.762578
images/001926.png,0.324348
images/001927.png,2.196044
images/001928.png,8.439057
images/001929.png,-1.177727
images/001930.png,7.55712
images/001931.png,4.516867
images/001932.png,-9.179738
images/001933.png,10.023812
images/001934.png,5.535373
images/001935.png,2.759838
images/001936.png,-7.934022
images/001937.png,-1.097001
images/001938.png,0.139046
images/001939.png,0.264501
images/001940.png,-2.631205
images/001941.png,9.078087
images/001942.png,-5.707585
images/001943.png,-9.404281
images/001944.png,-1.165695
images/001945.png,4.315494
images/001946.png,6.905926
images/001947.png,-2.084463
images/001948.png,1.138433
images/001949.png,0.110962
images/001950.png,3.498309
images/001951.png,-8.78837
images/001952.png,-0.928233
images/001953.png,3.787231
images/001954.png,7.700809
images/001955.png,9.649535
images/001956.png,3.187785
images/001957.png,1.879019
images/001958.png,2.795422
images/001959.png,8.228471
images/001960.png,-0.978578
images/001961.png,-4.913024
images/001962.png,8.175605
images/001963.png,-5.910988
images/001964.png,4.58228
images/001965.png,-2.339357
images/001966.png,8.769728
images/001967.png,-2.021516
images/001968.png,-8.467338
images/001969.png,3.453946
images/001970.png,-1.831553
images/001971.png,-2.762289
images/001972.png,4.87947
images/001973.png,6.492978
images/001974.png,-0.477972
images/001975.png,-2.88256
images/001976.png,9.567755
images/001977.png,-0.276475
images/001978.png,-1.346442
images/001979.png,-0.329552
images/001980.png,-8.637991
images/001981.png,9.323412
images/001982.png,-2.309612
images/001983.png,1.134505
images/001984.png,-2.935062
images/001985.png,-2.913304
images/001986.png,-5.818468
images/001987.png,0.957229
images/001988.png,-1.761731
images/001989.png,5.371001
images/001990.png,-0.289721
images/001991.png,-4.167713
images/001992.png,5.759456
images/001993.png,-4.388949
images/001994.png,3.030534
images/001995.png,-5.50506
images/001996.png,6.389485
images/001997.png,-0.653594
images/001998.png,3.822978
images/001999.png,7.532764
images/002000.png,7.956995
images/002001.png,4.895577
images/002002.png,3.48742
images/002003.png,-1.512531
images/002004.png,4.048621
images/002005.png,8.651403
images/002006.png,-0.362349
images/002007.png,9.435039
images/002008.png,-0.953788
images/002009.png,-3.019286
images/002010.png,2.021937
images/002011.png,9.218463
images/002012.png,0.520461
images/002013.png,6.259319
images/002014.png,-7.330331
images/002015.png,9.153031
images/002016.png,7.550229
images/002017.png,1.18712
images/002018.png,9.616446
images/002019.png,1.968945
images/002020.png,7.532437
images/002021.png,8.269204
images/002022.png,4.318769
images/002023.png,-7.14954
images/002024.png,5.193436
images/002025.png,-9.125442
images/002026.png,8.837351
images/002027.png,8.02112
images/002028.png,-9.879732
images/002029.png,5.363043
images/002030.png,2.964228
images/002031.png,-5.313379
images/002032.png,8.880986
images/002033.png,2.018835
images/002034.png,-10.238355
images/002035.png,9.029226
images/002036.png,-1.747408
images/002037.png,8.610519
images/002038.png,-1.522118
images/002039.png,2.965323
images/002040.png,-0.366697
images/002041.png,8.017245
images/002042.png,0.365615
images/002043.png,-1.631457
images/002044.png,6.38551
images/002045.png,5.728035
images/002046.png,9.108678
images/002047.png,9.228633
images/002048.png,-7.032477
images/002049.png,2.973886
images/002050.png,-2.231204
images/002051.png,0.348319
images/002052.png,-6.711374
images/002053.png,-4.637532
images/002054.png,-1.057857
images/002055.png,-0.57032
images/002056.png,9.04944
images/002057.png,3.932155
images/002058.png,-4.412289
images/002059.png,-6.74522
images/002060.png,9.656382
images/002061.png,-10.550979
images/002062.png,-3.025469
images/002063.png,1.447694
images/002064.png,8.995405
images/002065.png,7.300657
images/002066.png,4.836214
images/002067.png,6.671169
images/002068.png,6.250349
images/002069.png,-3.748237
images/002070.png,-6.840877
images/002071.png,-9.243496
images/002072.png,-3.7499
images/002073.png,2.218291
images/002074.png,-9.815641
images/002075.png,8.970981
images/002076.png,-3.289493
images/002077.png,-4.001995
images/002078.png,3.745434
images/002079.png,4.124465
images/002080.png,4.406575
images/002081.png,-7.328598
images/002082.png,-0.838457
images/002083.png,6.81388
images/002084.png,-1.853779
images/002085.png,-7.17688
images/002086.png,-0.440612
images/002087.png,-1.026883
images/002088.png,0.726644
images/002089.png,-2.93942
images/002090.png,3.778457
images/002091.png,-2.396063
images/002092.png,-4.816638
images/002093.png,-1.27887
images/002094.png,-4.75071
images/002095.png,7.661244
images/002096.png,-3.192854
images/002097.png,5.864979
images/002098.png,10.263126
images/002099.png,8.25771
images/002100.png,-2.402539
images/002101.png,0.283777
images/002102.png,9.921654
images/002103.png,8.077678
images/002104.png,4.198087
images/002105.png,1.474739
images/002106.png,-1.773895
images/002107.png,-2.459787
images/002108.png,1.374686
images/002109.png,-1.984457
images/002110.png,6.859057
images/002111.png,5.853319
images/002112.png,6.504935
images/002113.png,-4.279984
images/002114.png,10.127148
images/002115.png,2.406339
images/002116.png,0.497224
images/002117.png,1.292874
images/002118.png,-2.544433
images/002119.png,7.083023
images/002120.png,4.979817
images/002121.png,3.238774
images/002122.png,-2.860141
images/002123.png,4.928047
images/002124.png,3.667602
images/002125.png,2.356792
images/002126.png,-2.025818
images/002127.png,-7.700685
images/002128.png,-2.521647
images/002129.png,1.248144
images/002130.png,1.688479
images/002131.png,2.80864
images/002132.png,-4.601911
images/002133.png,8.955969
images/002134.png,-1.680097
images/002135.png,7.890601
images/002136.png,-0.483426
images/002137.png,-0.301342
images/002138.png,-8.290535
images/002139.png,2.29559
images/002140.png,6.456974
images/002141.png,-9.676018
images/002142.png,0.550916
images/002143.png,0.754112
images/002144.png,1.480481
images/002145.png,-2.839997
images/002146.png,-6.224721
images/002147.png,10.413104
images/002148.png,10.399572
images/002149.png,6.228413
images/002150.png,5.520888
images/002151.png,1.346953
images/002152.png,8.667202
images/002153.png,-4.27384
images/002154.png,-6.578787
images/002155.png,2.312815
images/002156.png,5.183209
images/002157.png,7.284271
images/002158.png,3.638197
images/002159.png,-6.419977
images/002160.png,2.431597
images/002161.png,-2.648545
images/002162.png,-2.186009
images/002163.png,-3.155659
images/002164.png,-5.551038
images/002165.png,5.469192
images/002166.png,6.187128
images/002167.png,4.983986
images/002168.png,6.580645
images/002169.png,9.612983
images/002170.png,-1.957217
images/002171.png,5.386394
images/002172.png,-5.861516
images/002173.png,-5.502857
images/002174.png,-6.293452
images/002175.png,7.176535
images/002176.png,5.893954
images/002177.png,8.616978
images/002178.png,6.347692
images/002179.png,6.024573
images/002180.png,-3.510475
images/002181.png,-2.967385
images/002182.png,7.476211
images/002183.png,9.422342
images/002184.png,-1.385475
images/002185.png,-1.904575
images/002186.png,8.726892
images/002187.png,3.799201
images/002188.png,2.216165
images/002189.png,-5.976758
images/002190.png,-9.063271
images/002191.png,-5.519783
images/002192.png,-0.277265
images/002193.png,-1.239645
images/002194.png,-3.604732
images/002195.png,-2.263202
images/002196.png,-1.086915
images/002197.png,-2.406801
images/002198.png,-4.39542
images/002199.png,-10.834205
images/002200.png,8.806635
images/002201.png,-2.985829
images/002202.png,2.580466
images/002203.png,8.253493
images/002204.png,8.577194
images/002205.png,2.598246
images/002206.png,10.367248
images/002207.png,-9.170095
images/002208.png,0.725049
images/002209.png,-3.117025
images/002210.png,2.475195
images/002211.png,0.595153
images/002212.png,-1.620823
images/002213.png,-5.724337
images/002214.png,6.675622
images/002215.png,8.549283
images/002216.png,5.432099
images/002217.png,9.529077
images/002218.png,9.311723
images/002219.png,-3.977238
images/002220.png,-2.877058
images/002221.png,-2.206795
images/002222.png,-0.487961
images/002223.png,7.682522
images/002224.png,7.250761
images/002225.png,4.617455
images/002226.png,0.002051
images/002227.png,-6.108912
images/002228.png,7.031454
images/002229.png,-4.862988
images/002230.png,-5.963979
images/002231.png,-9.169666
images/002232.png,-8.863898
images/002233.png,8.159271
images/002234.png,7.135664
images/002235.png,5.759402
images/002236.png,6.040625
images/002237.png,-1.459722
images/002238.png,-5.873965
images/002239.png,-4.221102
images/002240.png,8.938607
images/002241.png,-3.75936
images/002242.png,7.228853
images/002243.png,1.4663
